1.7320508075688772,2.0
0.8660254037844386,2.5
0.8660254037844386,3.5
1.7320508075688772,5.0
0.8660254037844386,5.5
1.7320508075688772,4.0
0.8660254037844386,6.5
1.7320508075688772,8.0
0.8660254037844386,8.5
0.8660254037844386,9.5
1.7320508075688772,11.0
0.8660254037844386,11.5
1.7320508075688772,10.0
0.8660254037844386,12.5
1.7320508075688772,14.0
0.8660254037844386,14.5
1.7320508075688772,13.0
0.8660254037844386,15.5
1.7320508075688772,17.0
0.8660254037844386,17.5
1.7320508075688772,16.0
0.8660254037844386,18.5
1.7320508075688772,20.0
0.8660254037844386,20.5
1.7320508075688772,19.0
3.4641016151377544,2.0
2.598076211353316,2.5
3.4641016151377544,1.0
2.598076211353316,3.5
3.4641016151377544,5.0
2.598076211353316,5.5
3.4641016151377544,4.0
2.598076211353316,6.5
3.4641016151377544,8.0
2.598076211353316,8.5
3.4641016151377544,7.0
2.598076211353316,9.5
3.4641016151377544,11.0
2.598076211353316,11.5
3.4641016151377544,10.0
2.598076211353316,12.5
3.4641016151377544,14.0
2.598076211353316,14.5
3.4641016151377544,13.0
2.598076211353316,15.5
3.4641016151377544,17.0
2.598076211353316,17.5
3.4641016151377544,16.0
2.598076211353316,18.5
2.598076211353316,20.5
4.330127018922193,0.5
4.330127018922193,-0.5
5.196152422706631,2.0
4.330127018922193,2.5
5.196152422706631,1.0
4.330127018922193,3.5
5.196152422706631,5.0
4.330127018922193,5.5
5.196152422706631,4.0
4.330127018922193,6.5
5.196152422706631,8.0
4.330127018922193,8.5
5.196152422706631,7.0
4.330127018922193,9.5
5.196152422706631,11.0
4.330127018922193,11.5
5.196152422706631,10.0
4.330127018922193,12.5
5.196152422706631,14.0
4.330127018922193,14.5
5.196152422706631,13.0
4.330127018922193,15.5
5.196152422706631,17.0
4.330127018922193,17.5
5.196152422706631,16.0
5.196152422706631,23.0
5.196152422706631,22.0
6.06217782649107,0.5
6.928203230275509,2.0
6.06217782649107,2.5
6.928203230275509,1.0
6.06217782649107,3.5
6.928203230275509,5.0
6.06217782649107,5.5
