1,0.0,-0.5,3
2,0.8660254037844386,0.0,4
3,1.7320508075688772,-0.5,3
4,2.598076211353316,0.0,6
5,3.4641016151377544,-0.5,2
6,4.330127018922193,0.0,4
7,5.196152422706632,-0.5,4
8,6.06217782649107,0.0,5
9,6.928203230275509,-0.5,4
10,7.794228634059947,0.0,5
11,8.660254037844386,-0.5,3
12,9.526279441628825,0.0,5
13,10.392304845413264,-0.5,2
14,11.258330249197702,0.0,4
15,12.12435565298214,-0.5,2
16,12.990381056766578,0.0,5
17,13.856406460551018,-0.5,4
18,14.722431864335457,0.0,5
19,15.588457268119894,-0.5,5
20,16.454482671904334,0.0,5
21,17.32050807568877,-0.5,4
22,18.186533479473212,0.0,5
23,19.05255888325765,-0.5,5
24,19.918584287042087,0.0,5
25,20.784609690826528,-0.5,6
26,21.650635094610966,0.0,2
27,22.516660498395403,-0.5,4
28,23.38268590217984,0.0,3
29,24.24871130596428,-0.5,5
30,25.11473670974872,0.0,4
31,25.980762113533157,-0.5,4
32,26.846787517317598,0.0,5
33,27.712812921102035,-0.5,1
34,28.578838324886473,0.0,4
35,29.444863728670914,-0.5,3
36,30.31088913245535,0.0,6
37,31.17691453623979,-0.5,3
38,32.042939940024226,0.0,2
39,32.90896534380867,-0.5,5
40,33.77499074759311,0.0,7
41,34.64101615137754,-0.5,4
42,35.50704155516198,0.0,7
43,36.373066958946424,-0.5,4
44,37.23909236273086,0.0,5
45,38.1051177665153,-0.5,1
46,38.97114317029974,0.0,3
47,39.837168574084174,-0.5,2
48,40.703193977868615,0.0,3
49,41.569219381653056,-0.5,4
50,42.43524478543749,0.0,4
51,43.30127018922193,-0.5,5
52,44.167295593006365,0.0,6
53,45.033320996790806,-0.5,4
54,45.89934640057525,0.0,5
55,46.76537180435968,-0.5,4
56,47.63139720814412,0.0,6
57,48.49742261192856,-0.5,4
58,49.363448015713,0.0,5
59,50.22947341949744,-0.5,5
60,51.09549882328188,0.0,4
61,51.96152422706631,-0.5,5
62,52.827549630850754,0.0,5
63,53.693575034635195,-0.5,5
64,54.55960043841963,0.0,6
65,55.42562584220407,-0.5,2
66,56.29165124598851,0.0,4
67,57.157676649772945,-0.5,4
68,58.023702053557386,0.0,4
69,58.88972745734183,-0.5,1
70,59.75575286112626,0.0,4
71,60.6217782649107,-0.5,4
72,61.48780366869514,0.0,8
73,62.35382907247958,-0.5,3
74,63.21985447626402,0.0,5
75,64.08587988004845,-0.5,5
76,64.9519052838329,0.0,5
