36           34           0.489566           0.871967           1           0.000913902           9.13902e-05           6.74624e-07
45           29           -0.98936           0.145487           1           0.00145168           0.000145168           2.14271e-07
54           1           0.433369           -0.901217           0           0.00453869           0.00011803           1.66527e-07
61           25           0.775362           0.631517           0           0.00679974           -0.000429725           7.30127e-08
68           0           0.701893           0.712282           0           0.0037033           0.000325909           1.13177e-07
73           45           -0.996577           0.082665           0           0.00331917           -0.000278555           2.84258e-09
74           12           -0.927993           0.372599           0           0.00123937           0.000119515           4.09071e-08
76           64           -0.385649           0.922645           0           0.00721687           0.000130159           1.26755e-07
78           10           0.864189           -0.503167           0           0.00324536           -2.02911e-05           4.53726e-08
81           35           -0.5778           -0.816178           0           0.00421379           -0.000306983           9.6522e-08
87           34           0.999609           0.0279679           1           0.00129527           0.000129527           4.93506e-07
87           36           0.384458           -0.923143           1           0.00486357           -0.000486357           1.23404e-07
88           68           -0.671418           0.741079           0           0.00116882           2.09702e-05           1.07537e-07
91           9           -0.0135809           0.999908           1           0.00251041           -0.000251041           -7.3844e-07
93           42           -0.417732           -0.90857           0           0.000693923           -2.79061e-06           1.83465e-07
94           47           0.695312           -0.718708           0           0.00957385           0.00014909           9.74135e-08
97           62           -0.0517405           0.998661           0           0.00593162           0.000173621           1.82557e-07
98           22           -0.335629           0.941994           0           0.00194894           0.000182166           1.66286e-07
102           2           0.545565           0.838068           0           0.00312172           -0.000292547           1.42527e-07
103           4           -0.737615           -0.675222           0           0.00547762           0.000322874           8.87551e-08
105           55           -0.937809           0.347152           1           0.00305142           -0.000305142           -9.0695e-08
106           103           -0.998487           -0.0549968           0           0.00410354           0.000368861           8.98265e-10
109           60           0.958994           -0.283427           0           0.00137053           2.48576e-05           1.4816e-08
111           47           -0.549825           0.83528           0           0.0114684           -0.00035416           1.75216e-07
112           2           0.98367           -0.179982           0           0.00864512           0.000756581           -3.62045e-09
118           37           -0.875772           0.482724           0           0.0043045           -0.000365888           5.04209e-08
122           10           -0.638656           0.769492           0           0.00439443           0.000341758           1.22151e-07
124           9           -0.999696           0.0246368           0           0.00290406           6.99061e-05           2.29303e-08
127           90           -0.525501           0.850793           0           0.00664048           -0.000353506           1.64348e-07
128           20           0.541832           0.840487           0           0.00690468           -0.000310626           1.40892e-07
128           38           -0.870478           -0.492207           0           0.0121608           0.00091865           6.0586e-08
131           32           0.889886           -0.456183           0           0.00114645           -3.39314e-05           4.07705e-08
141           50           0.916883           -0.399156           0           0.00530639           -0.000298698           3.38889e-08
142           71           -0.249773           -0.968304           0           0.00279761           6.41018e-05           2.1058e-07
144           116           0.999397           -0.0347157           1           0.000693827           6.93827e-05           4.6383e-07
145           120           0.948689           -0.316209           0           0.00336412           0.000187218           1.91417e-08
146           80           0.593761           0.804641           1           0.00124238           -0.000124238           1.36063e-08
147           7           0.218842           -0.97576           0           0.00481261           -0.000293634           2.12175e-07
148           17           -0.896165           0.443721           0           0.00512197           0.00010411           3.48385e-08
148           77           0.937196           0.348804           0           0.00377821           -0.000232804           2.39784e-08
149           139           0.967266           0.253765           1           0.000295668           2.95668e-05           9.09077e-07
151           61           -0.936276           0.351264           0           0.00100114           -9.01219e-05           2.49603e-08
151           108           0.999963           0.00856801           0           0.00113674           0.000113231           1.29916e-09
152           30           0.707827           0.706386           0           0.00475007           -0.000331294           8.86709e-08
154           50           -0.737058           0.67583           0           0.00592009           -0.000206878           8.72047e-08
155           72           -0.990497           -0.137537           0           0.000275113           -2.75087e-05           5.01688e-09
157           101           0.998707           0.0508301           1           0.00360809           0.000360809           6.76069e-08
157           114           -0.0292915           -0.999571           1           0.00242719           -0.000242719           -5.396e-07
157           122           -0.963029           -0.269397           0           0.00139078           2.64279e-05           8.42358e-09
160           53           0.972011           0.234933           1           0.000321538           3.21538e-05           3.65388e-06
160           66           -0.336244           -0.941775           1           0.000230322           2.30322e-05           3.55924e-06
161           47           0.987453           0.15791           0           0.00448536           0.000245039           1.67303e-08
161           94           0.2099           0.977723           1           0.000331422           3.31422e-05           3.46173e-07
164           30           -0.971235           -0.238125           0           0.00456148           5.35545e-05           7.94293e-09
166           114           0.258669           0.965966           0           0.00154099           0.000123691           1.8343e-07
167           15           0.798585           -0.601882           0           0.00298338           -0.000103295           6.89709e-08
168           135           0.0252716           -0.999681           1           0.00412897           -0.000412897           1.0545e-07
170           37           0.0287676           0.999586           1           0.00141397           -0.000141397           7.01089e-08
170           118           0.865646           0.500656           0           0.00204078           6.70662e-05           4.04436e-08
171           100           -0.905155           0.425082           0           0.00400057           -0.000325956           5.34235e-08
172           69           0.955058           -0.29642           0           0.00871267           -0.000160153           2.74207e-08
173           84           0.338195           -0.941076           0           0.00429349           0.000396897           1.79292e-07
174           135           0.0682841           0.997666           0           0.00245915           0.000210538           1.86855e-07
176           53           -0.910938           -0.412544           0           0.00149098           -6.00937e-05           5.27545e-08
177           149           0.281207           0.959647           0           0.00063062           -1.51206e-05           1.89844e-07
180           26           -0.942352           -0.334624           1           0.00441924           0.000441924           3.11925e-07
180           172           -0.175613           0.984459           1           0.00527932           -0.000527932           -6.60639e-07
181           103           -0.0388511           -0.999245           1           0.00522173           -0.000522173           -1.03329e-07
182           162           -0.993297           0.115592           0           0.0101569           0.000463723           -2.70324e-08
184           49           -0.999825           -0.0186915           1           0.000518004           -5.18004e-05           -1.37653e-06
189           126           0.0457717           0.998952           0           0.00554153           -0.000490297           1.86601e-07
190           102           -0.402982           0.915208           0           0.00335375           1.19379e-05           1.72796e-07
194           141           0.960249           -0.279146           0           0.00598383           -0.000300427           7.68203e-09
197           179           0.543116           0.839658           0           0.0019056           3.97053e-05           1.57854e-07
198           123           -0.776898           -0.629626           0           0.00236684           -0.000179454           7.89748e-08
199           26           0.336104           0.941825           0           0.00604168           6.33118e-05           1.7247e-07
201           104           -0.000793723           -1           1           0.00130625           -0.000130625           -2.51837e-06
202           0           -0.567234           0.823557           0           0.00325378           -5.61049e-05           1.60438e-07
202           88           -0.834841           -0.550491           0           0.00100986           6.31059e-05           5.76209e-08
205           33           0.997258           0.0740072           0           0.00197549           -4.07373e-05           4.26801e-09
205           85           -0.543102           0.839667           0           0.0095034           0.000527211           1.46051e-07
207           41           -0.919045           0.394153           0           0.000436184           2.10438e-05           1.23943e-08
210           110           -0.998556           -0.0537208           1           0.00333686           0.000333686           9.29259e-07
212           67           0.31357           -0.949565           0           0.00307916           -0.000109287           1.78099e-07
213           34           -0.73572           0.677286           0           0.00239259           -0.000179342           8.29185e-08
215           175           -0.829216           0.558929           0           0.00925934           -0.000416891           7.26795e-08
217           94           -0.0197801           -0.999804           0           0.00658061           0.000574204           2.31833e-07
217           146           -0.987955           0.154743           0           0.00182371           6.85476e-05           -4.11587e-10
218           30           -0.19104           -0.981582           0           0.00461224           -9.33752e-05           1.75169e-07
219           37           0.996463           -0.0840379           0           0.00418199           0.000342598           -3.06326e-08
223           52           -0.968269           -0.249909           1           0.00439635           0.000439635           1.05445e-07
226           219           0.728588           -0.684953           0           0.00337403           7.15181e-05           1.11694e-07
229           201           0.984108           -0.177571           0           0.00237466           0.000171999           -2.42949e-09
230           28           0.989905           0.141732           1           0.000823886           8.23886e-05           1.20079e-06
230           118           -0.00397134           -0.999992           0           0.00211314           0.000148511           2.3703e-07
232           170           0.998653           -0.0518892           1           0.00216207           0.000216207           1.97344e-06
232           219           0.0597655           0.998212           1           0.00287964           -0.000287964           -1.94902e-07
233           45           0.455224           -0.890377           0           0.00449076           0.000158148           1.85228e-07
234           169           -0.540837           -0.841127           0           0.00120632           3.12196e-05           1.49787e-07
235           163           -0.144636           -0.989485           1           0.00122725           -0.000122725           1.96816e-07
236           169           0.66007           -0.751204           0           0.00386708           3.00905e-05           1.00836e-07
238           88           0.138786           0.990322           0           0.00138523           -8.44377e-05           1.81021e-07
239           57           -0.235233           0.971939           0           0.00725856           -0.000136425           1.94428e-07
239           129           -0.958989           -0.283444           0           0.00221285           -1.16235e-05           1.16567e-08
240           12           0.00319976           -0.999995           1           0.00120358           -0.000120358           -6.36339e-09
241           224           0.988722           0.149764           1           0.000243197           2.43197e-05           6.16037e-07
242           100           -0.742228           -0.670148           1           0.000497353           4.97353e-05           3.05094e-07
242           171           0.128305           -0.991735           0           0.00466202           1.83418e-06           1.81609e-07
244           99           -0.964487           0.264132           0           0.00422206           -0.000373768           1.12905e-08
244           107           0.958781           -0.284147           1           0.00491655           0.000491655           1.55969e-06
245           138           0.248311           -0.96868           1           0.00139496           -0.000139496           -1.37833e-06
245           171           -0.956884           -0.29047           0           0.00610951           -9.09788e-05           3.51481e-08
246           182           0.0780076           -0.996953           1           0.0041371           -0.00041371           -2.04525e-06
246           216           0.314506           0.949256           0           0.00404191           9.07459e-05           1.77201e-07
248           47           -0.278162           -0.960534           0           0.00164776           -0.000130696           2.09931e-07
249           105           -0.379312           0.925269           0           0.00153029           5.35439e-05           1.60293e-07
250           48           -0.598516           0.801111           0           0.00360672           -0.00022802           1.07326e-07
250           55           0.999784           -0.0207693           0           0.00196436           0.000191117           1.35591e-09
251           2           -0.999999           -0.00118517           0           0.00982644           -0.000463878           8.41507e-09
252           34           -0.908286           -0.41835           1           0.000670351           6.70351e-05           9.14221e-07
255           169           0.973899           0.226981           1           0.0018073           -0.00018073           -4.18002e-08
256           156           -0.00181507           -0.999998           0           0.00104474           -8.9646e-05           1.86988e-07
257           186           0.391518           0.92017           0           0.00340176           0.000260681           1.57298e-07
259           257           0.975571           0.219683           0           0.00659222           0.000321647           9.18159e-09
261           69           -0.967546           0.252694           0           0.00869208           0.000223501           -7.56249e-09
262           161           0.48244           0.875929           1           0.00370109           -0.000370109           -1.32801e-06
